n_fourier,sample_length,BIG_DATASET,loss,accuracy
4096,0.25,False,0.1602829545736313,0.9583333134651184
2048,0.25,False,0.13798189163208008,0.953125
1024,0.25,False,0.14550085365772247,0.9479166865348816
512,0.25,False,0.16115687787532806,0.96875
4096,0.5,False,0.18482540547847748,0.945652186870575
2048,0.5,False,0.14013728499412537,0.945652186870575
1024,0.5,False,0.1552383154630661,0.945652186870575
512,0.5,False,0.16602221131324768,0.945652186870575
